occurrenceID	catalogNumber	institutionCode	recordedBy	individualCount	YE	MO	DA	eventDate	Country col.	countryCode	stateProvince	lat	lon	County	Locality col.	Elevation	geodeticDatum	coordinateUncertaintyInMeters	identifiedBy	typeStatus	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	Full name	taxonRank	Authorship	Other name
urn:catalog:UWP:BIGU:187227	187227	University of White Plains	Vargas I	1	2010	6	15	2010-6-15	Guatemala	GT	Petén	17.5750230	-90.2552172	San Andres	Finca San Ignacio	300	WGS84	1222	Molina D.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:187229	187229	University of White Plains	Vargas I	1	2010	6	15	2010-6-15	Guatemala	GT	Petén	17.5834395	-90.7827002	San Andres	Finca San Rafael	300	WGS84	1222	Molina D.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pepinia			Pepinia	Genus		
urn:catalog:UWP:BIGU:135891	135891	University of White Plains	Vargas I	1	2001	6	15	2001-6-15	Guatemala	GT	Petén	17.4666948	-89.9835948	San Andres	Carretera a Choachi	514	WGS84	844	"Correa M.; Duque A."		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:12486	12486	University of White Plains	Vargas I	1	1981	6	16	1981-6-16	Guatemala	GT	Petén	17.6714453	-90.3115491	San Andres	Río Rosario	141	WGS84	12884	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	tonduzii		Aechmea tonduzii	Species	Mez & Pittier ex Mez	
urn:catalog:UWP:BIGU:11986	11986	University of White Plains	Rentería E	1	1980	6	18	1980-6-18	Guatemala	GT	Petén	17.1793889	-90.8080889	La Libertad	Barrio Oneti margen izquierda del río Jella	330	WGS84	35931	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	pubescens		Aechmea pubescens	Species	Baker	Penca
urn:catalog:UWP:BIGU:9910	9910	University of White Plains	Rentería E	1	1980	6	18	1980-6-18	Guatemala	GT	Petén	17.1534032	90.52264564	La Libertad	Barrio Medrano	330	WGS84	35931	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:96949	96949	University of White Plains	Vargas I	1	1995	6	18	1995-6-18	Guatemala	GT	Petén	17.4068536	-89.7857269	San Jose	Caserío El Tapón	235	WGS84	654	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	michelii		Racinaea michelii	Species	(Mez) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:182560	182560	University of White Plains	Idárraga A	1	2011	6	18	2011-6-18	Guatemala	GT	Petén	17.4164849	-89.5979938	Flores	Cerro El Bita, Jardín Botánico	257	WGS84	3124	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	archeri		Tillandsia archeri	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:163210	163210	University of White Plains	Vargas I	1	2007	6	18	2007-6-18	Guatemala	GT	Petén	17.2160555	89.50767314	Flores	Cerca Maicao	280	WGS84	3458	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	tetrantha		Racinaea tetrantha	Species	(Ruiz & Pav.) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:11987	11987	University of White Plains	Rentería E	1	1980	6	19	1980-6-19	Guatemala	GT	Petén	17.1963867	-90.3307486	La Libertad	Barrio San Antonio	330	WGS84	35931	Jaramillo R.		Plantae	Magnoliophyta	Equisetopsida	Poales	Cyperaceae	Eleocharis	elegans		Eleocharis elegans	Species	(Kunth) Roem. & Schult.	
urn:catalog:UWP:BIGU:12672	12672	University of White Plains	Vargas I	1	1981	6	20	1981-6-20	Guatemala	GT	Petén	17.6750089	-90.6609383	San Andres	Granja Montelindo	315	WGS84	1768	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Eriocaulaceae	Paepalanthus	alpestris		Paepalanthus alpestris	Species	(Körn.) Tissot-Squalli	
urn:catalog:UWP:BIGU:15824	15824	University of White Plains	Hernández M	1	1982	6	22	1982-6-22	Guatemala	GT	Petén	17.5420846	-90.0802581	San Andres	Finca Ricaute	514	WGS84	1600	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:190044	190044	University of White Plains	Echeverry R	1	2003	6	22	2003-6-22	Guatemala	GT	Petén	17.2856788	-89.4331085	Flores	Monserrate, camino a Chipaque	153	WGS84	1433	Echeverri S.		Plantae	Magnoliophyta	Equisetopsida	Poales	Cyperaceae	Rhynchospora	hieronymi		Rhynchospora hieronymi	Species	Boeckeler	
urn:catalog:UWP:BIGU:190045	190045	University of White Plains	Echeverry R	1	2003	6	22	2003-6-22	Guatemala	GT	Petén	17.2929461	-89.5642654	Flores	Montaña Chiribiquete	153	WGS84	1433	Echeverri S.		Plantae	Magnoliophyta	Equisetopsida	Poales	Cyperaceae	Rhynchospora	aristata		Rhynchospora aristata	Species	Boeckeler	
urn:catalog:UWP:BIGU:177219	177219	University of White Plains	Colorado J	1	2011	6	22	2011-6-22	Guatemala	GT	Petén	17.2144686	-89.2224344	Melchor de Mencos	Comunidad Bridykaira	100	WGS84	720	David H.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Leersia	hexandra		Leersia hexandra	Species	Sw.	
urn:catalog:UWP:BIGU:180285	180285	University of White Plains	Tuberquia D	1	2011	6	23	2011-6-23	Guatemala	GT	Petén	17.6971609	-90.6989102	San Andres	Río Subia, barrio Santa Mónica		WGS84	3427	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	heliconioides		Vriesea heliconioides	Species	(Kunth) Hook. ex Walp.	
urn:catalog:UWP:BIGU:175069	175069	University of White Plains	Betancur J	1	2004	6	25	2004-6-25	Guatemala	GT	Petén	17.3098632	-89.7846692	San Jose	Santa Isabel, sabanas de Solarte	139	WGS84	2480	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	schultzei		Tillandsia schultzei	Species	Harms	
urn:catalog:UWP:BIGU:175071	175071	University of White Plains	Betancur J	1	2004	6	25	2004-6-25	Guatemala	GT	Petén	17.3187987	-89.9058103	San Jose	Santagueda, granja Montelindo	139	WGS84	2480	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	recurvata		Tillandsia recurvata	Species	(L.) L.	
urn:catalog:UWP:BIGU:20175	20175	University of White Plains	Vargas I	1	1983	6	25	1983-6-25	Guatemala	GT	Petén	17.6908309	-90.6137227	San Andres	Río Santo Domingo margen izquierda	221	WGS84	463	Pohl R.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Hordeum	vulgare		Hordeum vulgare	Species	L.	Cebada
urn:catalog:UWP:BIGU:157339	157339	University of White Plains	Betancur J	1	1999	6	27	1999-6-27	Guatemala	GT	Petén	17.6844351	90.3421603	San Andres	Carretera hacia Toledo	30	WGS84	2420	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	pubescens		Aechmea pubescens	Species	Baker	
urn:catalog:UWP:BIGU:157351	157351	University of White Plains	Betancur J	1	1999	6	27	1999-6-27	Guatemala	GT	Petén	17.6908309	-90.6137227	San Andres	Carretera Hispania - Bolombolo	30	WGS84	2420	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	pubescens		Aechmea pubescens	Species	Baker	
urn:catalog:UWP:BIGU:175889	175889	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.3909348	-90.4900819	San Andres	Quebrada Las Perlas	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Mezobromelia	capituligera		Mezobromelia capituligera	Species	(Griseb.) J.R. Grant	
urn:catalog:UWP:BIGU:175897	175897	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.4188428	-90.1586578	San Andres	Quebrada San Roque, río Blanco	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	fosteriana		Guzmania fosteriana	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:175996	175996	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.2889942	-90.7805587	San Andres	Quebrada Aduche	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	veitchii		Aechmea veitchii	Species	Baker	
urn:catalog:UWP:BIGU:176020	176020	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.2140493	-89.9668603	San Andres	Priedrsa Blancas River	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	capituligera		Tillandsia capituligera	Species	Griseb.	
urn:catalog:UWP:BIGU:176021	176021	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.2189324	-90.1635387	San Andres	Puente de Líbano	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	elata		Vriesea elata	Species	(Baker) L.B. Sm.	
urn:catalog:UWP:BIGU:176022	176022	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.2260901	-90.3782295	San Andres	Punta de las lajas	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	sprucei		Guzmania sprucei	Species	(André) L.B. Sm.	
urn:catalog:UWP:BIGU:176025	176025	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.2362024	-90.8132570	San Andres	Punta Lanas, camino a Mecana	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	pearcei		Guzmania pearcei	Species	(Baker) L.B. Sm.	
urn:catalog:UWP:BIGU:176036	176036	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.3786408	-90.7856679	San Andres	Quebrada Juanchico	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	didistichoides		Vriesea didistichoides	Species	(Mez) L.B. Sm.	
urn:catalog:UWP:BIGU:153746	153746	University of White Plains	Benavides A	1	2003	6	27	2003-6-27	Guatemala	GT	Petén	17.4459086	-89.6071467	Flores	Bahía Portete	290	WGS84	600	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Cyperaceae	Rhynchospora			Rhynchospora	Genus		
urn:catalog:UWP:BIGU:175890	175890	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.4072073	-90.0487179	San Andres	Quebrada Los Retiros	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Neurolepis			Neurolepis	Genus		
urn:catalog:UWP:BIGU:175891	175891	University of White Plains	Betancur J	1	2008	6	27	2008-6-27	Guatemala	GT	Petén	17.4100571	-90.5962145	San Andres	Quebrada Naim	150	WGS84	1131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Neurolepis			Neurolepis	Genus		
urn:catalog:UWP:BIGU:144925	144925	University of White Plains	Betancur J	1	2002	6	28	2002-6-28	Guatemala	GT	Petén	17.5898156	-89.8465664	San Jose	Subpáramo de Sumapaz	260	WGS84	3651	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	brevicollis		Aechmea brevicollis	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:155524	155524	University of White Plains	Vargas I	1	1998	6	29	1998-6-29	Guatemala	GT	Petén	17.3909348	-90.4900819	San Andres	Fábrica Colkim	200	WGS84	21609	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:155525	155525	University of White Plains	Vargas I	1	1998	6	29	1998-6-29	Guatemala	GT	Petén	17.4072073	-90.0487179	San Andres	Facultad de Agronomía	200	WGS84	21609	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	angustifolia		Aechmea angustifolia	Species	Poepp. & Endl.	
urn:catalog:UWP:BIGU:156563	156563	University of White Plains	Vargas I	1	1998	6	29	1998-6-29	Guatemala	GT	Petén	17.373889.	0.17318494	San Andres	En huerta familiar	200	WGS84	21609	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	germinyana		Aechmea germinyana	Species	(Carrière) Baker	Piña, meabama jintorro
urn:catalog:UWP:BIGU:74015	74015	University of White Plains	Ramírez J	1	1987	6	29	1987-6-29	Guatemala	GT	Petén	17.4068536	-89.7857269	San Jose	Caserío El Tapón	514	WGS84	1134	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:183103	183103	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.5897122	-90.5089283	San Andres	Finca Santa Elena	314	WGS84	2131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	squarrosa		Guzmania squarrosa	Species	(Mez & Sodiro) L.B. Sm. & Pittendr.	
urn:catalog:UWP:BIGU:183140	183140	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.6908309	-90.6137227	San Andres	Gutiérrez a Fosca, río Sáname	314	WGS84	2131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	riocreuxii		Racinaea riocreuxii	Species	(André) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:183232	183232	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.6950499	-90.8449439	San Andres	Hacia finca Playa Linda	314	WGS84	2131	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	riocreuxii		Racinaea riocreuxii	Species	(André) M.A. Spencer & L.B. Sm.	
urn:catalog:UWP:BIGU:183101	183101	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.2026134	90.46802374	La Libertad	Ciénaga de Tumaradó	315	WGS84	1201	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	multiflora		Guzmania multiflora	Species	(André) André ex Mez	
urn:catalog:UWP:BIGU:183102	183102	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.2255308	-90.9144835	La Libertad	Ciénaga El Llanito	315	WGS84	1201	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	multiflora		Guzmania multiflora	Species	(André) André ex Mez	
urn:catalog:UWP:BIGU:181983	181983	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.6714453	-90.3115491	San Andres	Granja Don Benito	314	WGS84	2131	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Cortaderia	nitida		Cortaderia nitida	Species	(Kunth) Pilg.	
urn:catalog:UWP:BIGU:180177	180177	University of White Plains	Idárraga A	1	2011	6	29	2011-6-29	Guatemala	GT	Petén	17.1963867	-90.3307486	La Libertad	Ciénaga de Tabacuru	315	WGS84	1201	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Chusquea	tessellata		Chusquea tessellata	Species	Munro	
urn:catalog:UWP:BIGU:171934	171934	University of White Plains	Vargas I	1	2009	6	30	2009-6-30	Guatemala	GT	Petén	17.6719406	-89.2924027	Melchor de Mencos	Playa de Turbo	514	WGS84	1784	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:171950	171950	University of White Plains	Vargas I	1	2009	6	30	2009-6-30	Guatemala	GT	Petén	17.6748171	-89.3306971	Melchor de Mencos	Playa Mecana	514	WGS84	1784	David H.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	heliconioides		Vriesea heliconioides	Species	(Kunth) Hook. ex Walp.	
urn:catalog:UWP:BIGU:163599	163599	University of White Plains	Vargas I	1	2007	6	30	2007-6-30	Guatemala	GT	Petén	17.5207193	-90.4596227	San Andres	Rio Claro	280	WGS84	897	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	compacta		Tillandsia compacta	Species	Griseb.	
urn:catalog:UWP:BIGU:163600	163600	University of White Plains	Vargas I	1	2007	6	30	2007-6-30	Guatemala	GT	Petén	17.5210439	-90.0493289	San Andres	Río Claro, El Refugio	280	WGS84	897	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	compacta		Tillandsia compacta	Species	Griseb.	
urn:catalog:UWP:BIGU:176775	176775	University of White Plains	Trujillo P	1	2011	6		2011-6-	Guatemala	GT	Petén	17.6039598	-90.4667812	San Andres	Finca Santa Lucía	500	WGS84	1600	Roldán F.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Vriesea	heliconioides		Vriesea heliconioides	Species	(Kunth) Hook. ex Walp.	
urn:catalog:UWP:BIGU:176804	176804	University of White Plains	Trujillo P	1	2011	6		2011-6-	Guatemala	GT	Petén	17.5897122	-90.5089283	San Andres	Finca Santa Elena	500	WGS84	1600	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	alversonii		Pitcairnia alversonii	Species	L.B. Sm. & Read	
urn:catalog:UWP:BIGU:122274	122274	University of White Plains	Benavides A	1	1997	6		1997-6-	Guatemala	GT	Petén	17.4306479	-90.1144083	San Andres	Finca El Carajito	250	WGS84	1770	Benavides J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	coriostachya		Guzmania coriostachya	Species	(Griseb.) Mez	
urn:catalog:UWP:BIGU:171108	171108	University of White Plains	Galindo R	1	2002	7	1	2002-7-1	Guatemala	GT	Petén	17.7125443	-90.3605317	San Andres	Hacienda Egipto	180	WGS84	597	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	trianae		Pitcairnia trianae	Species	André	
urn:catalog:UWP:BIGU:171109	171109	University of White Plains	Galindo R	1	2002	7	1	2002-7-1	Guatemala	GT	Petén	17.7172852	-90.3207015	San Andres	Hacienda El Cairo	180	WGS84	597	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Pitcairnia	trianae		Pitcairnia trianae	Species	André	
urn:catalog:UWP:BIGU:179793	179793	University of White Plains	Castaño L	1	2002	7	2	2002-7-2	Guatemala	GT	Petén	17.17703.	0.50947099	Flores	Área urbana	240	WGS84	1912	Castaño L.		Plantae	Magnoliophyta	Equisetopsida	Poales	Eriocaulaceae	Syngonanthus	umbellatus		Syngonanthus umbellatus	Species	(Lam.) Ruhland	
urn:catalog:UWP:BIGU:179820	179820	University of White Plains	Caicedo B	1	2002	7	2	2002-7-2	Guatemala	GT	Petén	17.2080820	-89.4269513	Flores	Área urbana de Líbano	240	WGS84	1912	Roldán F.		Plantae	Magnoliophyta	Equisetopsida	Poales	Mayacaceae	Mayaca	fluviatilis		Mayaca fluviatilis	Species	Aubl.	
urn:catalog:UWP:BIGU:63744	63744	University of White Plains	Callejas R	1	1989	7	2	1989-7-2	Guatemala	GT	Petén	17.7608007	-89.7571283	San Jose	Las Acacias	147	WGS84	2337	Davidse G.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Lasiacis	nigra		Lasiacis nigra	Species	Davidse	
urn:catalog:UWP:BIGU:180075	180075	University of White Plains	"Castaño N; Betancur J"	1	2002	7	2	2002-7-2	Guatemala	GT	Petén	17.1746187	-89.7160371	Flores	Apulo-Girardot	240	WGS84	1912	Castaño L.		Plantae	Magnoliophyta	Equisetopsida	Poales	Xyridaceae	Xyris			Xyris	Genus		
urn:catalog:UWP:BIGU:153043	153043	University of White Plains	Vargas I	1	2004	7	3	2004-7-3	Guatemala	GT	Petén	17.7071268	-90.6904464	San Andres	Río Sumapaz, carretera Pandí-El Boquerón	168	WGS84	1708	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	veitchii		Aechmea veitchii	Species	Baker	
urn:catalog:UWP:BIGU:159845	159845	University of White Plains	Vargas I	1	2006	7	5	2006-7-5	Guatemala	GT	Petén	17.17703.	0.50947099	Flores	Maicao - Riohacha	200	WGS84	1454	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:76974	76974	University of White Plains	Giraldo D	1	1991	7	6	1991-7-6	Guatemala	GT	Petén	17.5260944	-90.8413581	San Andres	Carretera a San Fermín - Briceño	514	WGS84	4607	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Catopsis	sessiliflora		Catopsis sessiliflora	Species	(Ruiz & Pav.) Mez	
urn:catalog:UWP:BIGU:155719	155719	University of White Plains	Benavides A	1	2003	7	6	2003-7-6	Guatemala	GT	Petén	17.4298276	-90.5477403	San Andres	Cañón Negro, cuenca del río Batá	280	WGS84	1553	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	gloriosa		Guzmania gloriosa	Species	(André) André ex Mez	
urn:catalog:UWP:BIGU:175961	175961	University of White Plains	Benavides A	1	2003	7	6	2003-7-6	Guatemala	GT	Petén	17.373889.	0.17318494	San Andres	Canteras de Cementos del Nare S.A.	295	WGS84	819	Benavides J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Cyperaceae	Rhynchospora	aristata		Rhynchospora aristata	Species	Boeckeler	
urn:catalog:UWP:BIGU:175963	175963	University of White Plains	Benavides A	1	2007	7	6	2007-7-6	Guatemala	GT	Petén	17.3786408	-90.7856679	San Andres	Cañasgordas - Santafé de Antioquia	295	WGS84	819	Benavides J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Festuca	andicola		Festuca andicola	Species	Kunth	
urn:catalog:UWP:BIGU:165317	165317	University of White Plains	Vargas I	1	2008	7	9	2008-7-9	Guatemala	GT	Petén	17.3909348	-90.4900819	San Andres	Quebrada Las Perlas	514	WGS84	643	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Tillandsia	polystachia		Tillandsia polystachia	Species	(L.) L.	
urn:catalog:UWP:BIGU:180701	180701	University of White Plains	Morales P	1	2010	7	9	2010-7-9	Guatemala	GT	Petén	17.7717835	-90.4537780	San Andres	Carretera Remedios - Zaragoza	115	WGS84	2794	Roldán F.		Plantae	Magnoliophyta	Equisetopsida	Poales	Poaceae	Panicum	pilosum		Panicum pilosum	Species	Sw.	
urn:catalog:UWP:BIGU:3320	3320	University of White Plains	Fonnegra R	1	1975	7	12	1975-7-12	Guatemala	GT	Petén	17.2189324	-90.1635387	San Andres	El Chaquiro	400	WGS84	11611	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:149388	149388	University of White Plains	Betancur J	1	2004	7	12	2004-7-12	Guatemala	GT	Petén	17.7717835	-90.4537780	San Andres	Hacienda Quintero	260	WGS84	3500	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Greigia	danielii		Greigia danielii	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:61581	61581	University of White Plains	Vargas I	1	1989	7	12	1989-7-12	Guatemala	GT	Petén	17.2140493	-89.9668603	San Andres	Priedrsa Blancas River	280	WGS84	1537	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	gracilior		Guzmania gracilior	Species	(André) Mez	
urn:catalog:UWP:BIGU:82060	82060	University of White Plains	Callejas R	1	1991	7	12	1991-7-12	Guatemala	GT	Petén	17.7978140	-90.0161016	San Andres	Carretera Sibundoy - Mocoa, cordillera de Portachuelo	298	WGS84	703	Díaz O.		Plantae	Magnoliophyta	Equisetopsida	Poales	Eriocaulaceae	Paepalanthus	karstenii		Paepalanthus karstenii	Species	Ruhland	
urn:catalog:UWP:BIGU:117325	117325	University of White Plains	Vargas I	1	1999	7	13	1999-7-13	Guatemala	GT	Petén	17.6719406	-89.2924027	Melchor de Mencos	De Fomeque a Chingaza	400	WGS84	2006	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:42009	42009	University of White Plains	Marulanda O	1	1987	7	15	1987-7-15	Guatemala	GT	Petén	17.1730178	-89.4249882	Flores	Lote en las afueras del pueblo	260	WGS84	7224	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	coriostachya		Guzmania coriostachya	Species	(Griseb.) Mez	
urn:catalog:UWP:BIGU:42010	42010	University of White Plains	Marulanda O	1	1987	7	15	1987-7-15	Guatemala	GT	Petén	17.1746187	-89.7160371	Flores	Macizo Renjifo	260	WGS84	7224	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	coriostachya		Guzmania coriostachya	Species	(Griseb.) Mez	
urn:catalog:UWP:BIGU:48364	48364	University of White Plains	Marulanda O	1	1987	7	15	1987-7-15	Guatemala	GT	Petén	17.1702132	-89.6996161	Flores	Los Hornitos	290	WGS84	7224			Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Puya	roldanii		Puya roldanii	Species	Betancur & Callejas	
urn:catalog:UWP:BIGU:96175	96175	University of White Plains	Arbeláez M	1	1992	7	16	1992-7-16	Guatemala	GT	Petén	17.4813722	-89.8643117	San Jose	Cerca a Hispania	100	WGS84	23112	"Betancur J.; Arbeláez M."		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Aechmea	nivea		Aechmea nivea	Species	L.B. Sm.	
urn:catalog:UWP:BIGU:7866	7866	University of White Plains	Rentería E	1	1979	7	17	1979-7-17	Guatemala	GT	Petén	17.6856769	-89.7169020	Flores	Barrio El Pozón	514	WGS84	35931	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Guzmania	lingulata		Guzmania lingulata	Species	(L.) Mez	
urn:catalog:UWP:BIGU:104512	104512	University of White Plains	Callejas R	1	1995	7	21	1995-7-21	Guatemala	GT	Petén	17.7200355	-89.3510901	Flores	Barrio El Silencio	240	WGS84	6514	Betancur J.		Plantae	Magnoliophyta	Equisetopsida	Poales	Bromeliaceae	Racinaea	michelii		Racinaea michelii	Species	(Mez) M.A. Spencer & L.B. Sm.	
