Cat. Numb.;University;Collector;No. of spec.;YE;MO;DA;Country col.;countryCode;stateProvince;lat;lon;County;Locality col.;Elevation;geodeticDatum;coordinate Uncertainty;identifiedBy;typeStatus;kingdom;phylum;class;order;family;genus;specificEpithet;infraspecificEpithet;Full name;taxonRank;Authorship;Other name
UWP:180021;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;17.2995732;-89.8911501;San Jose;Hoya del río Torito;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lepidopetalon;;Pitcairnia lepidopetalon;Species;L.B. Sm.;
UWP:180031;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;17.208082;-89.4269513;Flores;Área urbana de Líbano;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;subalata;;Racinaea subalata;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:180045;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"6° 05' 34"" N";"75° 38' 27.99"" W";Flores;Antena cerca de Santa Cruz;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;pungens;;Pitcairnia pungens;Species;Kunth;
UWP:180050;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;6° 50' N;75° 18' W;Flores;Antena cerro Quinini;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heterandra;;Vriesea heterandra;Species;(André) L.B. Sm.;
UWP:180051;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"5° 42' 44.890"" N";"75° 18' 47.480"" W";Flores;Apulo-Girardot;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:180052;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;17.17703;0.50947099;Flores;Área urbana;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:180069;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";Flores;A lo largo del río Orinoco;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;michelii;;Racinaea michelii;Species;(Mez) M.A. Spencer & L.B. Sm.;
UWP:180073;University of Guatemala;Betancur J;1;2003;4;18;Guatemala;GT;Petén;"6° 4' 20.210"" N";"75° 38' 20.440"" W";Flores;Adelante del cementerio;210;WGS84;2290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;stenolepis;;Greigia stenolepis;Species;L.B. Sm.;
UWP:180075;University of Guatemala;"Castaño N; Betancur J";1;2002;7;2;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";Flores;Apulo-Girardot;240;WGS84;1912;Castaño L.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Xyridaceae;Xyris;;;Xyris spp.;Genus;;
UWP:180177;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.1963867;-90.3307486;La Libertad;Ciénaga de Tabacuru;315;WGS84;1201;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Chusquea;tessellata;;Chusquea tessellata;Species;Munro;
UWP:180280;University of Guatemala;Vargas I;1;2011;6;6;Guatemala;GT;Petén;17.3909348;-90.4900819;San Andres;Caño Angoleta;;WGS84;2567;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Holcus;lanatus;;Holcus lanatus;Species;L.;
UWP:180285;University of Guatemala;Tuberquia D;1;2011;6;23;Guatemala;GT;Petén;17.6971609;-90.6989102;San Andres;Río Subia. barrio Santa Mónica;;WGS84;3427;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heliconioides;;Vriesea heliconioides;Species;(Kunth) Hook. ex Walp.;
UWP:180317;University of Guatemala;Morales P;1;2010;9;;Guatemala;GT;Petén;17.7172852;-90.3207015;San Andres;Carretera Leticia - Tarapacá;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Scleria;melaleuca;;Scleria melaleuca;Species;Rchb. ex Schltdl. & Cham.;
UWP:180318;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.7216042;-90.062868;San Andres;Carretera Mariquita - Armero;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;cyperus;;;Cyperus sp1;Genus;;
UWP:180319;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.7327602;-90.0826677;San Andres;Carretera Minitas;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;;;Rhynchospora spp.;Genus;;
UWP:180320;University of Guatemala;Morales P;1;2010;9;;Guatemala;GT;Petén;17.7377316;-90.875719;San Andres;Carretera Mutatá - Chigorodó;115;WGS84;2794;Morales J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;nervosa;;Rhynchospora nervosa;Species;(Vahl) Boeckeler;
UWP:180321;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.7468511;-89.9212555;San Andres;Carretera Olaya - Liborina;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;cyperus;;;Cyperus SP2;Genus;;
UWP:180658;University of Guatemala;Suescún D;1;2011;12;6;Guatemala;GT;Petén;17.5260944;-90.8413581;San Andres;Río Claro. lado del camino hacia El Refugio;30;WGS84;1513;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;maximum;;Panicum maximum;Species;Jacq.;Lengua de vaca. cortadera
UWP:180701;University of Guatemala;Morales P;1;2010;7;9;Guatemala;GT;Petén;17.7717835;-90.453778;San Andres;Carretera Remedios - Zaragoza;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;pilosum;;Panicum pilosum;Species;Sw.;
UWP:180702;University of Guatemala;Elsa P;1;2010;9;;Guatemala;GT;Petén;17.7783778;90.84424953;San Andres;Carretera San Luis - San Carlos;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Paspalum;decumbens;;Paspalum decumbens;Species;Sw.;
UWP:180703;University of Guatemala;Morales P;1;2011;9;;Guatemala;GT;Petén;17.7795212;-90.1066629;San Andres;Carretera Santa Ana - Briceño;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Axonopus;compressus;;Axonopus compressus;Species;(Sw.) P. Beauv.;
UWP:180704;University of Guatemala;Morales P;1;2010;9;;Guatemala;GT;Petén;17.788847;-90.0136721;San Andres;Carretera Santafé de Antioquia - Manglar;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;polygonatum;;Panicum polygonatum;Species;Schrad.;
UWP:180705;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.797814;-90.0161016;San Andres;Carretera Sibundoy - Mocoa. cordillera de Portachuelo;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;boliviense;;Panicum boliviense;Species;Hack.;
UWP:180706;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.2462996;-89.9118402;San Jose;Carretera Sonsón - Los Medios;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Paspalum;conjugatum;;Paspalum conjugatum;Species;P.J. Bergius;
UWP:180707;University of Guatemala;Morales P;1;2010;8;;Guatemala;GT;Petén;17.2980277;-89.8134792;San Jose;Carretera Turbo - Necoclí;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Ichnanthus;tenuis;;Ichnanthus tenuis;Species;(J. Presl & C. Presl) Hitchc. & Chase;
UWP:180708;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.2995732;-89.8911501;San Jose;Carretera Uramita - Juntas;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Lasiacis;procerrima;;Lasiacis procerrima;Species;(Hack.) Hitchc.;
UWP:180709;University of Guatemala;Morales P;1;2010;10;;Guatemala;GT;Petén;17.3098632;-89.7846692;San Jose;Carretera Usme-Páramo de Sumapaz;115;WGS84;2794;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Urochloa;brizantha;;Urochloa brizantha;Species;(Hochst. ex A. Rich.) R.D. Webster;
UWP:180910;University of Guatemala;Morales P;1;2010;7;;Guatemala;GT;Petén;17.4306479;-90.1144083;San Andres;Carare Opón. Las Colonias;12;WGS84;1144;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Oplismenus;burmannii;;Oplismenus burmannii;Species;(Retz.) P. Beauv.;
UWP:181110;University of Guatemala;Morales P;1;2011;8;;Guatemala;GT;Petén;17.7946672;-89.8800209;San Jose;Loma As de Copas;;WGS84;5637;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;adpressa;;Racinaea adpressa;Species;(André) J.R. Grant;
UWP:181917;University of Guatemala;Idárraga A;1;2011;8;31;Guatemala;GT;Petén;17.2163016;-89.5768524;Flores;Arroyo Bruno;196;WGS84;2847;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;viscidellum;;Panicum viscidellum;Species;Scribn.;
UWP:181979;University of Guatemala;Idárraga A;1;2011;4;14;Guatemala;GT;Petén;17.288954;-90.6705137;La Libertad;Parque del Paredón;254;WGS84;1196;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Holcus;lanatus;;Holcus lanatus;Species;L.;
UWP:181982;University of Guatemala;Idárraga A;1;2011;5;19;Guatemala;GT;Petén;17.3187987;-89.9058103;San Jose;Carretera Yuto - Itsmina;233;WGS84;1452;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Pennisetum;purpureum;;Pennisetum purpureum;Species;Schumach.;
UWP:181983;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.6714453;-90.3115491;San Andres;Granja Don Benito;314;WGS84;2131;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Cortaderia;nitida;;Cortaderia nitida;Species;(Kunth) Pilg.;
UWP:182079;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;17.7125443;-90.3605317;San Andres;Carretera Jericó - Pueblo Rico;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Scleria;stipularis;;Scleria stipularis;Species;Nees;
UWP:182090;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;17.7468511;-89.9212555;San Andres;Carretera Olaya - Liborina;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Calyptrocarya;glomerulata;;Calyptrocarya glomerulata;Species;(Brongn.) Urb.;
UWP:182094;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;17.7553664;-90.225374;San Andres;Carretera Quibdó - Lloró;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Panicum;pilosum;;Panicum pilosum;Species;Sw.;
UWP:182152;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;17.6971609;-90.6989102;San Andres;Carretera Ibagué - Cajamarca;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:182153;University of Guatemala;Sánchez J;1;2011;12;1;Guatemala;GT;Petén;17.7071268;-90.6904464;San Andres;Carretera Ibagué - Mariquita;500;WGS84;36293;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;angustifolia;;Aechmea Angustifolia;Species;Poepp. & Endl.;
UWP:182210;University of Guatemala;Tuberquia D;1;2010;10;31;Guatemala;GT;Petén;17.30888;-90.4149068;San Andres;Camino de Wacurabá a Kerarí. cerca de Wacurabá;400;WGS84;811;Tuberquia D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:182379;University of Guatemala;Trujillo P;1;2011;4;4;Guatemala;GT;Petén;17.5678971;-89.8469622;San Jose;Soacha - Santandercito. Parque de Chicaque;365;WGS84;3792;Robles C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;lingulata;;Guzmania lingulata;Species;(L.) Mez;
UWP:182380;University of Guatemala;Trujillo P;1;2011;4;4;Guatemala;GT;Petén;17.5420846;-90.0802581;San Andres;Río Cuduyarí. sabana con arenisca de Yapobodá;417;WGS84;573;Robles C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;clavigera;;Tillandsia clavigera;Species;Mez;
UWP:182381;University of Guatemala;Trujillo P;1;2011;4;4;Guatemala;GT;Petén;17.5483523;-90.2859345;San Andres;Río Dormilón;417;WGS84;573;Robles C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;bulbosa;;Tillandsia bulbosa;Species;Hook.;
UWP:182558;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";La Libertad;Páramo de Zipaquirá;255;WGS84;2536;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:182560;University of Guatemala;Idárraga A;1;2011;6;18;Guatemala;GT;Petén;17.4164849;-89.5979938;Flores;Cerro El Bita. Jardín Botánico;257;WGS84;3124;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:182564;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;17.5207193;-90.4596227;San Andres;Carretera a Riosucio;291;WGS84;1114;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;confinis;;Tillandsia confinis;Species;L.B. Sm.;
UWP:182602;University of Guatemala;Idárraga A;1;2011;4;2;Guatemala;GT;Petén;17.5834395;-90.7827002;San Andres;Río Kubiyú. parte baja;250;WGS84;1232;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;Juncus;bufonius;;Juncus bufonius;Species;L.;
UWP:182606;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;17.2255308;-90.9144835;La Libertad;Barrio San Judas;256;WGS84;1982;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;Juncus;bufonius;;Juncus bufonius;Species;L.;
UWP:182620;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;17.4863769;-90.5676366;San Andres;Carretera a Fusagasugá;291;WGS84;1114;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;Juncus;effusus;;Juncus effusus;Species;L.;
UWP:182677;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;17.4639024;-90.2841853;San Andres;Carretera a Barrancabermeja;291;WGS84;1114;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;;;Rhynchospora spp.;Genus;;
UWP:182678;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;17.4666948;-89.9835948;San Andres;Carretera a Choachi;291;WGS84;1114;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;Rhynchospora;;;Rhynchospora spp.;Genus;;
UWP:183100;University of Guatemala;Idárraga A;1;2011;5;29;Guatemala;GT;Petén;17.2144686;-89.2224344;Melchor de Mencos;Comunidad Bridykaira;253;WGS84;1452;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;subalata;;Racinaea subalata;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:183101;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.2026134;90.46802374;La Libertad;Ciénaga de Tumaradó;315;WGS84;1201;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;multiflora;;Guzmania multiflora;Species;(André) André ex Mez;
UWP:183102;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.2255308;-90.9144835;La Libertad;Ciénaga El Llanito;315;WGS84;1201;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;multiflora;;Guzmania multiflora;Species;(André) André ex Mez;
UWP:183103;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.5897122;-90.5089283;San Andres;Finca Santa Elena;314;WGS84;2131;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:183105;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;17.7071268;-90.6904464;San Andres;Carretera Ibagué - Mariquita;305;WGS84;1015;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183106;University of Guatemala;Idárraga A;1;2011;8;4;Guatemala;GT;Petén;17.7125443;-90.3605317;San Andres;Carretera Jericó - Pueblo Rico;305;WGS84;1015;Idárraga A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183130;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;17.1821024;-90.7431008;La Libertad;Barrio Policarpa;256;WGS84;1982;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183131;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;17.1963867;-90.3307486;La Libertad;Barrio San Antonio;256;WGS84;1982;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183132;University of Guatemala;Idárraga A;1;2011;5;14;Guatemala;GT;Petén;17.2026134;90.46802374;La Libertad;Barrio San José Obrero;256;WGS84;1982;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:183140;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.6908309;-90.6137227;San Andres;Gutiérrez a Fosca. río Sáname;314;WGS84;2131;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;riocreuxii;;Racinaea riocreuxii;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:183141;University of Guatemala;Rodríguez W;1;2011;6;12;Guatemala;GT;Petén;17.4666948;-89.9835948;San Andres;Carretera a Choachi;239;WGS84;3102;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;compacta;;Tillandsia compacta;Species;Griseb.;
UWP:183232;University of Guatemala;Idárraga A;1;2011;6;29;Guatemala;GT;Petén;17.6950499;-90.8449439;San Andres;Hacia finca Playa Linda;314;WGS84;2131;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;riocreuxii;;Racinaea riocreuxii;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:183583;University of Guatemala;Vásquez J;1;2012;10;2;Guatemala;GT;Petén;17.2995732;-89.8911501;San Jose;Santa Clara;;WGS84;13335;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Cymbopogon;citratus;;Cymbopogon citratus;Species;(DC.) Stapf;Limoncillo
UWP:183948;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;17.4623564;-90.2182218;San Andres;Carretera a Bahía Concha;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;santosii;;Puya santosii;Species;Cuatrec.;Cardón
UWP:184307;University of Guatemala;Tuberquia D;1;2012;7;21;Guatemala;GT;Petén;17.6636186;-90.9257567;San Andres;Río Quindio;180;WGS84;999;Tuberquia D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:18443;University of Guatemala;Vargas I;1;1983;3;19;Guatemala;GT;Petén;17.185997;9.31594233;Melchor de Mencos;Colinas de Punta Huina;25;WGS84;20030;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:184661;University of Guatemala;Vargas I;1;2012;9;1;Guatemala;GT;Petén;17.4639024;-90.2841853;San Andres;Finca El Mogote;130;WGS84;923;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;fasciculata;;Tillandsia fasciculata;Species;Sw.;
UWP:184664;University of Guatemala;Idárraga A;1;2012;8;30;Guatemala   ;GT;Petén;17.5343787;-90.5469105;San Andres;Finca Quijano;130;WGS84;923;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;penduliflora;;Aechmea penduliflora;Species;André;
UWP:185191;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;17.4623564;-90.2182218;San Andres;Región Carare - Opón;195;WGS84;2205;Callejas R.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;;;;Cyperaceae;Family;;
UWP:185381;University of Guatemala;Cardona F;1;2011;9;24;Guatemala;GT;Petén;17.1963867;-90.3307486;La Libertad;Parcelación El Yarumo;190;WGS84;176048;Cardona F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:185686;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;17.4434462;-90.9344213;San Andres;Recorrido del puente hasta el pueblo;200;WGS84;2205;Callejas R.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Juncaceae;;;;Juncaceae;Family;;
UWP:185690;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;17.4623564;-90.2182218;San Andres;Carretera a Bahía Concha;189;WGS84;1344;Callejas R.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Cyperaceae;;;;Cyperaceae;Family;;
UWP:185691;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;17.4639024;-90.2841853;San Andres;Carretera a Barrancabermeja;189;WGS84;1344;Silva D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:185692;University of Guatemala;Vargas I;1;2013;3;15;Guatemala;GT;Petén;17.4666948;-89.9835948;San Andres;Carretera a Choachi;9000;WGS84;1344;Silva D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:185744;University of Guatemala;Vargas I;1;2009;11;2;Guatemala;GT;Petén;17.3603253;-90.4096376;San Andres;En área urbana del pueblo;514;WGS84;835;Silva D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:185936;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;17.208082;-89.4269513;Flores;Margen afluente del Higuerón;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;;;Tillandsia spp.;Genus;;
UWP:185937;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;17.2160555;89.50767314;Flores;Margen del río Negro;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;;;Aechmea spp.;Genus;;
UWP:185938;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;17.2163016;-89.5768524;Flores;Margen derecha Samaná;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;;;Aechmea spp.;Genus;;
UWP:186029;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;"5° 4' 14.2"" N";"75° 23' 19.3"" W";Flores;Macizo Renjifo;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:186090;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;17.17703;0.50947099;Flores;Maicao - Riohacha;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;;;;Bromeliaceae;Family;;
UWP:186091;University of Guatemala;Sánchez J;1;2011;3;;Guatemala;GT;Petén;17.2498352;-89.3719011;Flores;Margen izquierda del río Mutatá;120;WGS84;250;Sánchez C.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;;;Aechmea spp.;Genus;;
UWP:186889;University of Guatemala;Trujillo P;1;2010;2;10;Guatemala;GT;Petén;"4° 54' 8.780"" N";"75° 18' 12.490"" W";San Andres;Cabeceras río Tuadó;350;WGS84;2820;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:186987;University of Guatemala;Trujillo P;1;2010;2;11;Guatemala;GT;Petén;17.2065912;-90.0783725;San Andres;Cabrera. quebrada Duarte;350;WGS84;2820;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;;;;Poaceae;Family;;
UWP:186992;University of Guatemala;Vásquez J;1;2012;11;4;Guatemala;GT;Petén;17.4459086;-89.6071467;Flores;Near Fusagasugá;;WGS84;32035;Roldán F.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Saccharum;officinarum;;Saccharum officinarum;Species;L.;Caña de azúcar
UWP:187036;University of Guatemala;Trujillo P;1;2010;2;12;Guatemala;GT;Petén;17.2134259;-90.2306487;San Andres;Cachicamos;350;WGS84;2820;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;juncea;;Tillandsia juncea;Species;(Ruiz & Pav.) Poir.;
UWP:187038;University of Guatemala;Trujillo P;1;2010;6;10;Guatemala;GT;Petén;17.3786408;-90.7856679;San Andres;Cañasgordas - Santafé de Antioquia;350;WGS84;600;Molina D.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Ichnanthus;pallens;;Ichnanthus pallens;Species;(Sw.) Munro ex Benth.;
